Country Name,Region,Continent,Crecimiento PIB per cápita_2015,Crecimiento PIB per cápita_2016,Crecimiento PIB per cápita_2017,Crecimiento PIB per cápita_2018,Crecimiento PIB per cápita_2019,Crecimiento PIB per cápita_2020,Crecimiento PIB per cápita_2021,Crecimiento PIB per cápita_2022,Crecimiento PIB per cápita_2023,Crecimiento población urbana_2015,Crecimiento población urbana_2016,Crecimiento población urbana_2017,Crecimiento población urbana_2018,Crecimiento población urbana_2019,Crecimiento población urbana_2020,Crecimiento población urbana_2021,Crecimiento población urbana_2022,Crecimiento población urbana_2023,Desempleo hombres_2015,Desempleo hombres_2016,Desempleo hombres_2017,Desempleo hombres_2018,Desempleo hombres_2019,Desempleo hombres_2020,Desempleo hombres_2021,Desempleo hombres_2022,Desempleo hombres_2023,Desempleo mujeres_2015,Desempleo mujeres_2016,Desempleo mujeres_2017,Desempleo mujeres_2018,Desempleo mujeres_2019,Desempleo mujeres_2020,Desempleo mujeres_2021,Desempleo mujeres_2022,Desempleo mujeres_2023,Desempleo total_2015,Desempleo total_2016,Desempleo total_2017,Desempleo total_2018,Desempleo total_2019,Desempleo total_2020,Desempleo total_2021,Desempleo total_2022,Desempleo total_2023,Empleadores total_2015,Empleadores total_2016,Empleadores total_2017,Empleadores total_2018,Empleadores total_2019,Empleadores total_2020,Empleadores total_2021,Empleadores total_2022,Empleadores total_2023,Empleados agricultura hombres_2015,Empleados agricultura hombres_2016,Empleados agricultura hombres_2017,Empleados agricultura hombres_2018,Empleados agricultura hombres_2019,Empleados agricultura hombres_2020,Empleados agricultura hombres_2021,Empleados agricultura hombres_2022,Empleados agricultura hombres_2023,Empleados agricultura mujeres_2015,Empleados agricultura mujeres_2016,Empleados agricultura mujeres_2017,Empleados agricultura mujeres_2018,Empleados agricultura mujeres_2019,Empleados agricultura mujeres_2020,Empleados agricultura mujeres_2021,Empleados agricultura mujeres_2022,Empleados agricultura mujeres_2023,Empleo vulnerable total_2015,Empleo vulnerable total_2016,Empleo vulnerable total_2017,Empleo vulnerable total_2018,Empleo vulnerable total_2019,Empleo vulnerable total_2020,Empleo vulnerable total_2021,Empleo vulnerable total_2022,Empleo vulnerable total_2023,Empleos agricultura_2015,Empleos agricultura_2016,Empleos agricultura_2017,Empleos agricultura_2018,Empleos agricultura_2019,Empleos agricultura_2020,Empleos agricultura_2021,Empleos agricultura_2022,Empleos agricultura_2023,Médicos (por cada 1.000 personas)_2015,Médicos (por cada 1.000 personas)_2016,Médicos (por cada 1.000 personas)_2017,Médicos (por cada 1.000 personas)_2018,Médicos (por cada 1.000 personas)_2019,Médicos (por cada 1.000 personas)_2020,Médicos (por cada 1.000 personas)_2021,Médicos (por cada 1.000 personas)_2022,Nuevas empresas registradas_2015,Nuevas empresas registradas_2016,Nuevas empresas registradas_2017,Nuevas empresas registradas_2018,Nuevas empresas registradas_2019,Nuevas empresas registradas_2020,Nuevas empresas registradas_2021,Nuevas empresas registradas_2022,Personas desempleadas educación avanzada_2015,Personas desempleadas educación avanzada_2016,Personas desempleadas educación avanzada_2017,Personas desempleadas educación avanzada_2018,Personas desempleadas educación avanzada_2019,Personas desempleadas educación avanzada_2020,Personas desempleadas educación avanzada_2021,Personas desempleadas educación avanzada_2022,Personas desempleadas educación avanzada_2023,Personas desempleadas educación básica_2015,Personas desempleadas educación básica_2016,Personas desempleadas educación básica_2017,Personas desempleadas educación básica_2018,Personas desempleadas educación básica_2019,Personas desempleadas educación básica_2020,Personas desempleadas educación básica_2021,Personas desempleadas educación básica_2022,Personas desempleadas educación básica_2023,Personas desempleadas educación intermedia_2015,Personas desempleadas educación intermedia_2016,Personas desempleadas educación intermedia_2017,Personas desempleadas educación intermedia_2018,Personas desempleadas educación intermedia_2019,Personas desempleadas educación intermedia_2020,Personas desempleadas educación intermedia_2021,Personas desempleadas educación intermedia_2022,Personas desempleadas educación intermedia_2023,"Trabajadores asalariados (empleados), total_2015","Trabajadores asalariados (empleados), total_2016","Trabajadores asalariados (empleados), total_2017","Trabajadores asalariados (empleados), total_2018","Trabajadores asalariados (empleados), total_2019","Trabajadores asalariados (empleados), total_2020","Trabajadores asalariados (empleados), total_2021","Trabajadores asalariados (empleados), total_2022","Trabajadores asalariados (empleados), total_2023",Trabajadores salud (cada 1.000 personas)_2015,Trabajadores salud (cada 1.000 personas)_2016,Técnicos investigación y desarrollo_2015,Técnicos investigación y desarrollo_2016,Técnicos investigación y desarrollo_2017,Técnicos investigación y desarrollo_2018,Índice facilidad para hacer negocios_2019
Malawi,Eastern Africa,Africa,0.008,-0.256,1.221,1.603,2.952,-1.828,1.881,-1.637,-0.694,3.869,3.902,3.96,3.997,4.04,4.098,4.12,4.166,4.226,4.097,4.143,4.171,4.148,4.104,4.867,4.783,4.155,4.152,5.848,5.908,5.945,5.914,5.856,6.653,6.568,5.95,5.946,,,3.77,,,0.907,,,,1.149,1.145,1.142,1.138,1.135,1.13,1.127,1.122,1.116,59.775,59.431,58.855,58.228,57.427,57.876,57.336,56.99,56.865,70.274,69.803,69.199,68.49,67.703,67.626,67.688,67.091,66.81,61.084,61.167,61.182,61.126,60.938,60.92,60.632,60.464,60.51,64.866,64.457,63.866,63.214,62.437,62.528,62.387,61.906,61.702,,0.031,,0.15,,0.049,,0.049,,,,,,,,,,,5.646,,,2.336,,,,,,3.652,,,0.703,,,,,,5.722,,,2.698,,,,37.768,37.688,37.677,37.736,37.927,37.951,38.242,38.414,38.373,,,,,,,109.0
Maldivas,Southern Asia,Asia,0.442,2.929,3.555,5.266,4.079,-34.831,33.769,12.099,4.35,4.558,4.575,4.411,4.262,4.12,3.972,3.816,2.579,1.401,6.669,5.992,5.637,5.189,4.809,5.806,5.311,4.612,4.417,6.428,5.16,4.716,4.218,3.764,4.204,4.059,3.765,3.649,,5.771,,,4.562,,,,,3.507,4.14,3.729,3.377,3.055,2.977,2.905,2.857,2.828,10.43,10.8,10.292,9.905,9.809,10.041,10.002,9.656,9.388,2.546,2.288,2.232,2.18,2.226,2.249,2.288,2.163,2.087,19.026,19.891,19.498,19.16,19.245,19.455,19.259,19.163,19.074,8.293,8.525,8.214,7.987,8.001,8.21,8.218,7.939,7.7,,1.288,1.837,1.799,2.161,,,,1184.0,1252.0,1262.0,1092.0,1285.0,1153.0,1380.0,1627.0,,3.402,,,2.603,,,,,,8.859,,,5.182,,,,,,5.89,,,4.776,,,,,77.467,75.969,76.773,77.463,77.7,77.568,77.837,77.98,78.098,,,,,,,147.0
Malta,Southern Europe,Europe,7.036,1.723,9.92,3.511,0.072,-5.586,12.759,1.605,3.369,2.457,2.358,2.808,3.562,4.001,2.281,0.689,2.54,3.987,5.389,4.375,3.835,3.765,3.345,4.239,3.59,3.129,3.228,5.39,5.164,4.253,3.5,4.016,4.504,3.111,2.633,2.945,5.389,4.694,4.008,3.665,3.627,4.357,3.403,2.929,3.11,4.409,4.459,4.476,4.301,4.804,4.804,4.318,4.152,4.025,2.158,1.774,1.519,1.455,1.392,1.627,1.211,1.183,1.635,0.373,0.232,0.211,0.321,0.446,0.305,0.375,0.271,0.376,10.98,11.168,11.285,11.285,11.428,11.675,11.665,11.559,11.126,1.467,1.168,0.998,0.996,1.012,1.09,0.868,0.801,1.11,3.583,3.727,3.869,3.916,4.029,4.187,4.276,,5372.0,5125.0,5276.0,5756.0,4172.0,3396.0,3261.0,2756.0,1.976,1.693,1.98,1.896,2.564,2.974,1.771,2.09,2.129,8.825,7.437,6.07,5.325,4.542,5.961,4.753,3.28,4.811,3.814,3.869,3.47,3.505,3.713,4.225,3.812,3.416,2.834,84.61,84.373,84.239,84.415,83.769,83.521,84.017,84.289,84.849,,,765.755,742.954,885.98,,88.0
Malí,Western Africa,Africa,2.901,2.552,2.001,1.523,1.642,-4.171,-0.053,0.407,1.59,5.137,5.128,5.104,4.994,4.843,4.794,4.794,4.696,4.616,1.456,1.417,1.541,1.665,3.058,3.518,3.639,1.852,2.868,1.329,1.298,1.427,1.557,3.616,3.545,4.422,3.14,3.078,7.729,1.367,7.414,1.62,3.29,3.528,,2.387,,0.569,0.676,0.803,0.595,0.435,0.314,0.296,0.279,0.269,62.541,66.158,63.897,62.645,65.997,69.638,69.604,69.515,69.381,61.902,63.19,62.041,63.506,65.023,65.499,66.337,65.823,65.511,81.688,80.704,79.657,80.441,82.615,84.99,84.868,84.93,85.164,62.266,64.903,63.126,63.003,65.593,68.062,68.248,67.993,67.774,0.097,0.12,0.116,0.123,,,,0.195,1558.0,2382.0,1330.0,3151.0,4033.0,2741.0,,,16.428,18.52,19.527,18.826,15.042,15.974,,12.693,,12.201,2.117,11.448,2.15,4.304,8.782,,3.181,,12.583,13.212,17.238,10.845,8.682,14.462,,7.992,,17.743,18.62,19.54,18.964,16.95,14.696,14.836,14.79,14.567,,,18.455,,23.783,,148.0
Marruecos,Northern Africa,Africa,3.106,-0.694,3.784,1.914,1.816,-8.139,7.061,0.496,2.338,2.084,2.097,2.089,1.98,1.893,1.876,1.842,1.834,1.831,9.132,8.837,8.764,8.822,8.749,10.914,10.176,9.04,8.572,10.415,10.693,10.633,10.685,10.625,12.251,11.935,11.101,10.697,9.46,9.3,,,,,12.28,11.79,,4.795,4.787,4.746,4.668,4.582,4.468,4.383,4.293,4.211,29.717,28.943,28.224,27.518,26.775,26.689,25.955,24.416,24.612,55.64,54.576,53.117,51.755,50.51,49.902,49.535,47.032,47.466,37.483,37.192,36.652,36.295,35.93,36.3,36.016,35.907,35.738,36.283,35.234,34.241,33.273,32.308,31.997,31.24,29.309,29.59,,,0.732,,,,,,36086.0,39253.0,40245.0,45680.0,50193.0,54728.0,72010.0,63229.0,,,,,,,25.34,25.85,,,,,,,,14.64,13.05,,,,,,,,25.96,24.96,,57.722,58.021,58.602,59.037,59.488,59.232,59.601,59.801,60.051,,,,40.255,,,53.0
Mauricio,Eastern Africa,Africa,3.553,3.791,3.844,3.95,2.858,-14.548,3.378,9.209,7.084,-0.138,-0.151,-0.079,-0.063,-0.034,-0.012,0.062,-0.216,0.022,5.323,4.559,4.681,4.456,4.15,7.619,7.125,4.95,4.318,10.765,10.501,10.127,9.6,9.794,10.231,8.671,8.55,7.59,7.41,6.814,6.752,6.427,6.331,8.627,7.719,6.322,5.571,3.951,4.45,4.309,3.464,3.205,1.013,2.85,2.682,2.727,8.648,7.898,8.153,7.468,6.671,6.621,6.774,6.781,6.621,5.662,6.003,4.882,4.049,3.751,3.18,2.999,3.25,3.159,16.974,16.148,16.327,16.367,16.651,17.96,16.166,15.828,15.745,7.544,7.207,6.954,6.203,5.584,5.318,5.339,5.467,5.323,1.972,2.14,2.261,1.849,2.538,2.658,,1.197,7845.0,8788.0,8757.0,8285.0,7588.0,6312.0,6974.0,8584.0,8.132,7.851,7.31,7.031,6.025,5.484,,,,5.729,4.826,4.169,3.874,5.596,8.908,8.063,6.153,5.8,8.678,7.994,8.653,8.232,7.827,9.821,7.497,6.385,5.525,79.075,79.402,79.364,80.169,80.144,81.027,80.983,81.49,81.527,,,,,,130.273,13.0
Mauritania,Western Africa,Africa,2.256,-1.73,3.142,1.703,0.139,-3.229,-2.124,3.713,3.394,4.756,4.692,4.633,4.566,4.497,4.414,4.333,4.327,4.321,9.224,9.536,9.734,8.937,8.079,8.672,8.722,8.167,8.099,11.886,11.777,11.535,13.332,15.054,15.786,15.924,15.255,15.135,,,10.336,,10.416,,,,,3.436,3.756,4.078,4.197,4.302,4.362,4.408,4.433,4.449,37.541,36.954,36.122,35.983,35.509,35.705,35.414,34.866,34.254,24.817,24.318,23.577,27.182,30.791,30.652,30.737,29.844,29.311,54.985,54.718,54.711,54.215,53.643,54.018,53.7,53.503,53.091,33.395,32.811,31.983,33.134,34.01,34.104,33.926,33.279,32.691,0.175,,0.19,0.199,0.205,0.208,0.224,0.236,,994.0,1122.0,959.0,,,,,,,17.326,,12.767,,,,,,,15.779,,20.069,,,,,,,10.003,,13.986,,,,,41.579,41.526,41.211,41.588,42.055,41.62,41.892,42.065,42.46,,,,,,,152.0
Micronesia (Estados Federados de),Micronesia,Oceania,4.314,0.153,0.449,-0.389,3.73,-2.521,2.148,-1.212,0.323,0.546,0.641,0.734,0.813,0.818,1.099,1.223,1.085,1.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.963,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.0
Mongolia,Eastern Asia,Asia,0.224,-0.547,3.622,5.754,3.68,-6.265,-0.061,3.503,5.96,2.227,2.126,2.022,1.985,1.98,1.972,1.871,1.678,1.601,5.376,8.37,6.957,5.826,10.236,6.825,8.092,6.921,6.212,4.248,5.873,5.638,4.806,8.076,6.308,7.309,5.324,4.622,4.861,7.235,6.359,5.377,9.024,6.413,7.871,5.954,5.178,1.341,1.483,0.982,1.473,3.004,2.714,3.589,3.394,3.049,29.726,32.441,31.084,28.466,29.064,26.345,28.774,28.47,28.099,26.955,27.93,26.048,24.394,26.351,23.689,24.579,24.044,23.707,49.377,46.827,49.125,47.418,40.368,40.019,39.099,39.037,36.72,28.453,30.36,28.782,26.664,27.833,25.157,26.917,26.484,26.123,3.256,3.301,3.416,3.53,3.647,3.774,3.874,,11027.0,9994.0,12323.0,11544.0,12120.0,11605.0,13860.0,15488.0,5.763,7.459,6.998,5.692,7.31,4.867,7.733,6.076,3.805,3.092,4.014,3.152,2.953,6.338,4.631,5.359,4.761,4.252,5.012,8.347,7.14,6.204,11.595,8.3,9.221,6.597,6.564,49.282,51.69,49.893,51.109,56.628,57.268,57.311,57.569,60.231,,,,,,,81.0
Montenegro,Southern Europe,Europe,3.332,2.925,4.705,5.103,4.096,-15.208,13.426,6.751,6.516,0.567,0.531,0.518,0.481,0.471,0.386,0.162,0.174,0.327,17.765,18.256,15.372,15.246,14.668,17.467,17.117,16.375,16.124,17.312,17.105,16.942,15.121,15.685,18.374,15.852,13.014,12.816,17.555,17.732,16.082,15.19,15.128,17.878,16.543,14.852,,3.692,3.836,3.824,3.877,3.652,3.833,3.408,3.359,3.317,7.331,8.017,8.722,8.613,7.56,8.609,7.147,6.968,6.814,8.169,7.421,6.967,7.285,6.647,6.158,5.481,5.225,5.092,17.19,17.638,18.151,17.984,16.939,17.69,15.809,15.594,15.414,7.72,7.743,7.936,8.019,7.15,7.505,6.384,6.16,6.015,2.35,2.552,2.623,2.74,2.709,2.736,2.768,2.752,3013.0,2818.0,3182.0,4694.0,4131.0,3270.0,,,10.288,11.865,10.948,10.338,11.35,13.203,12.89,11.778,,27.195,23.99,22.298,20.343,25.755,33.683,28.826,20.858,,19.257,19.523,17.515,16.633,15.372,18.05,,,,79.118,78.526,78.025,78.138,79.409,78.476,80.783,81.046,81.269,,,129.387,175.365,156.16,,50.0
Mozambique,Eastern Africa,Africa,4.322,1.673,-0.384,0.446,-0.646,-4.105,-0.606,1.333,2.368,4.43,4.448,4.492,4.473,4.429,4.449,4.441,4.422,4.425,3.154,3.185,3.266,3.33,3.371,3.716,3.806,3.313,3.237,3.669,3.701,3.784,3.851,3.893,4.106,4.275,3.853,3.775,3.426,,,,,,,6.789,,2.379,2.349,2.34,2.322,2.305,2.287,2.295,2.293,2.286,61.092,60.461,60.463,60.089,59.811,60.038,59.664,59.448,58.881,82.053,81.547,80.924,80.379,80.006,79.941,80.032,79.599,79.171,83.933,83.75,83.409,83.255,83.188,83.294,83.019,82.859,82.775,72.116,71.546,71.212,70.741,70.41,70.48,70.354,69.971,69.485,,,0.076,0.084,0.085,0.083,0.081,0.082,3168.0,3607.0,3554.0,3300.0,4699.0,3925.0,,,7.332,,,,,,,9.301,,6.15,,,,,,,8.86,,16.43,,,,,,,24.241,,13.688,13.901,14.251,14.423,14.507,14.419,14.686,14.849,14.939,,,26.741,,,,138.0
Myanmar,South-Eastern Asia,Asia,6.14,5.027,5.32,5.502,5.833,-9.693,-12.627,3.322,0.255,1.5,1.54,1.567,1.568,1.591,1.644,1.678,1.712,1.766,0.672,0.867,1.067,0.635,0.362,1.054,3.923,2.664,2.641,0.908,1.353,1.811,0.971,0.478,2.174,5.03,3.707,3.678,0.766,,1.356,0.767,0.407,1.476,,,,3.805,3.327,2.92,4.237,2.454,2.442,2.366,2.301,2.259,52.799,53.706,54.509,52.518,53.695,50.683,50.173,49.754,49.585,50.001,48.181,46.312,43.39,43.519,39.406,39.224,38.235,37.872,63.585,63.227,62.953,61.865,63.086,63.047,62.625,62.449,62.66,51.69,51.541,51.337,48.938,49.757,46.468,46.078,45.439,45.199,,0.633,0.882,0.69,0.751,,,,4765.0,6663.0,7558.0,14051.0,,,,,,,2.621,2.132,0.754,0.78,,,,0.737,,0.952,0.497,0.167,1.161,,,,2.541,,2.846,1.784,0.119,0.438,,,,32.611,33.445,34.128,33.898,34.46,34.511,35.009,35.25,35.081,,,,,18.695,,165.0
México,Central America,North America,1.61,0.791,0.923,1.011,-1.335,-9.103,5.343,2.911,2.304,1.439,1.337,1.299,1.308,1.309,1.177,1.02,1.103,1.218,4.223,3.822,3.31,3.192,3.453,4.661,3.977,3.222,2.744,4.456,3.903,3.598,3.41,3.515,4.088,4.086,3.307,2.797,4.311,3.853,3.419,3.275,3.477,4.441,4.019,3.256,2.765,4.35,4.421,4.56,4.806,4.793,4.754,4.993,5.137,5.244,19.776,19.285,19.223,18.939,18.588,18.643,18.618,17.627,16.771,4.319,4.286,4.427,4.25,4.322,4.497,4.966,5.007,4.772,27.617,27.11,26.752,26.693,27.034,25.606,26.916,26.712,26.11,13.953,13.604,13.649,13.356,13.044,13.167,13.312,12.65,11.965,2.358,2.359,2.42,2.467,2.474,2.441,2.559,,46174.0,45256.0,82948.0,83903.0,84320.0,68114.0,69881.0,75242.0,4.929,4.929,4.313,4.118,4.399,4.692,4.699,4.045,3.432,4.207,3.605,3.196,3.016,3.223,4.251,3.59,2.827,2.426,5.346,4.801,4.181,3.995,4.094,5.27,5.048,4.021,3.342,68.033,68.469,68.688,68.501,68.172,69.64,68.09,68.151,68.646,,,120.926,140.298,,,60.0
Mónaco,Western Europe,Europe,3.115,1.574,-4.239,4.379,7.247,-13.105,20.719,9.895,4.976,1.726,1.402,1.073,1.255,-0.118,-0.155,1.246,1.043,0.064,,,,,,,,,,,,,,,,,,,,6.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.568,8.865,8.889,,,,,,,,,,,,6.17,,,,,,,,,8.13,,,,,,,,,6.46,,,,,,,,,,,,,,,,,,,,,,,
Namibia,Southern Africa,Africa,1.534,-2.628,-3.698,-1.703,-3.576,-10.737,0.589,2.465,1.579,4.97,4.934,4.889,4.847,4.798,4.833,4.804,4.554,4.218,19.146,21.819,21.559,21.12,21.163,22.475,22.37,20.889,20.53,22.569,25.021,21.917,18.58,18.616,19.451,19.401,18.425,18.122,,23.352,,19.877,,,,,,4.1,4.537,5.366,6.321,6.612,6.828,6.946,6.989,7.005,25.163,21.994,23.193,24.141,23.807,24.063,23.848,23.415,23.268,23.659,17.89,19.445,21.023,20.538,20.412,20.523,19.878,19.653,27.641,25.239,28.164,31.23,31.054,31.462,31.808,32.01,32.125,24.449,20.071,21.383,22.591,22.186,22.252,22.195,21.674,21.492,,,0.601,0.335,0.368,0.416,0.467,0.543,1226.0,1409.0,1140.0,2850.0,1155.0,852.0,1028.0,1153.0,,11.076,,12.18,,,,,,,28.968,,17.498,,,,,,,23.747,,23.942,,,,,,68.258,70.225,66.47,62.449,62.334,61.71,61.246,61.0,60.869,,,,,,,104.0
Nauru,Micronesia,Oceania,0.71,2.529,-7.455,-2.536,7.457,1.491,6.602,2.219,-0.036,1.954,1.773,1.548,1.342,0.954,0.482,0.565,0.783,0.625,,,,,,,,,,,,,,,,,,,,,,,,,5.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,,,,,,,,,,,,,,,,,,,,,,2.283,,,,,,,,,5.756,,,,,,,,,4.582,,,,,,,,,,,,,,,,,,
Nepal,Southern Asia,Asia,3.411,-0.041,8.76,7.36,5.402,-4.232,3.03,4.777,2.024,2.587,2.526,2.258,2.312,3.254,4.003,3.818,2.899,2.015,9.844,9.927,9.834,9.726,9.564,12.21,11.383,9.936,9.719,12.085,12.168,12.069,11.954,11.784,14.29,13.58,12.413,12.182,3.1,,10.66,,,,,,,1.204,1.249,1.283,1.313,1.356,1.395,1.425,1.456,1.488,57.728,57.21,56.294,55.568,55.025,55.169,55.007,54.514,54.225,77.687,76.855,76.072,75.261,74.511,74.209,74.407,74.019,73.472,80.445,80.0,79.754,79.611,79.58,79.837,79.318,78.996,78.674,64.74,64.242,63.485,62.814,62.151,62.07,61.983,61.543,61.205,,,0.892,0.738,0.803,0.846,0.867,,12446.0,17222.0,19268.0,24088.0,18085.0,25859.0,,,,,8.325,,,,,,,,,9.809,,,,,,,,,14.464,,,,,,,18.352,18.751,18.963,19.075,19.063,18.769,19.257,19.548,19.839,,,,,,,94.0
Nicaragua,Central America,North America,3.378,3.166,3.248,-4.63,-4.149,-2.977,8.997,2.428,3.145,1.695,1.681,1.691,1.701,1.703,1.679,1.651,1.754,1.862,4.236,3.664,3.181,5.162,5.452,6.292,6.177,4.891,4.631,5.446,4.275,3.488,5.261,5.504,6.057,6.023,5.071,4.847,4.7,3.9,3.3,5.2,,,,,,5.483,5.472,5.47,5.461,5.449,5.439,5.442,5.433,5.418,44.423,44.049,43.669,42.422,41.17,41.442,41.232,40.578,40.352,9.663,9.758,9.718,8.996,8.336,8.317,8.392,8.052,8.049,40.019,39.538,38.987,38.559,38.179,38.527,38.127,37.915,37.569,31.203,30.878,30.526,29.529,28.553,28.692,28.514,27.887,27.672,0.92,0.941,0.975,0.664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.498,54.99,55.543,55.979,56.372,56.033,56.432,56.652,57.013,,,,,,,142.0
Nigeria,Western Africa,Africa,0.082,-4.019,-1.616,-0.407,-0.01,-3.864,1.497,1.113,0.724,4.342,4.223,4.134,3.964,3.796,3.684,3.601,3.551,3.512,4.418,4.787,5.118,5.348,5.467,5.451,4.408,2.449,2.098,3.82,4.176,4.504,4.752,4.911,6.071,6.628,5.372,4.113,4.311,7.06,8.389,,10.695,,,3.827,3.074,18.283,18.309,18.408,18.518,18.608,18.517,18.608,18.635,18.644,46.605,46.499,46.312,46.059,45.635,45.436,44.539,42.806,42.327,29.02,29.444,29.937,30.281,30.717,29.555,28.471,25.607,25.596,67.879,67.594,67.144,66.669,66.224,66.795,66.479,66.313,66.083,38.263,38.425,38.57,38.605,38.594,38.005,37.089,34.863,34.31,,0.443,,0.376,0.367,,0.395,0.394,70441.0,75380.0,78540.0,86309.0,90748.0,97988.0,129980.0,136961.0,,14.514,,,17.149,,,6.722,6.168,,7.048,,,7.883,,,2.344,2.306,,13.478,,,14.089,,,4.343,3.286,13.838,14.097,14.448,14.813,15.168,14.688,14.912,15.053,15.272,,,,,,,131.0
Noruega,Northern Europe,Europe,0.849,0.277,1.64,0.166,0.443,-1.858,3.354,2.084,-0.658,1.488,1.366,1.28,1.12,1.121,1.021,0.954,1.307,1.533,4.563,5.37,4.586,4.037,3.945,4.684,4.572,3.375,3.681,4.001,3.918,3.699,3.54,3.394,4.136,4.118,3.066,3.45,4.296,4.68,4.164,3.801,3.684,4.424,4.359,3.231,3.573,0.845,0.82,0.808,0.779,0.759,0.714,0.556,0.547,0.526,2.995,3.101,3.083,3.024,2.937,3.118,3.52,3.328,3.613,0.928,0.991,0.951,1.095,1.049,1.014,1.023,0.9,1.262,6.281,6.17,5.858,5.726,5.599,5.411,4.25,4.185,4.043,2.01,2.09,2.063,2.105,2.04,2.117,2.348,2.194,2.503,4.451,4.581,4.735,4.857,4.968,5.086,5.168,,26709.0,27920.0,29892.0,29963.0,30264.0,33130.0,37380.0,32439.0,2.58,2.872,2.525,2.186,2.124,2.575,2.635,1.872,2.152,9.175,10.508,8.569,8.726,8.438,9.522,10.644,7.885,9.145,3.843,3.81,3.909,3.347,3.283,4.465,3.37,2.518,2.528,92.874,93.01,93.334,93.496,93.642,93.875,95.194,95.268,95.431,,,,,,,9.0
Nueva Zelandia,Australia and New Zealand,Oceania,1.643,1.444,1.26,1.662,0.746,-2.596,4.115,2.656,-1.309,2.106,2.314,2.165,1.874,1.68,2.302,0.517,0.225,2.165,4.977,4.814,4.289,4.192,3.83,4.25,3.675,3.083,3.515,5.906,5.521,5.242,4.496,4.421,4.984,3.888,3.534,3.966,5.415,5.147,4.736,4.335,4.109,4.595,3.776,3.297,3.731,6.637,6.492,6.372,6.27,6.154,6.046,5.949,5.866,5.768,8.023,8.529,8.069,7.738,7.717,7.708,7.652,7.453,6.935,3.954,4.403,4.306,3.801,3.702,4.087,4.305,4.425,4.159,13.935,13.847,13.685,13.468,13.259,13.443,13.338,13.169,13.089,6.116,6.596,6.312,5.889,5.825,6.013,6.071,6.019,5.621,3.046,3.147,3.299,3.353,3.39,3.448,3.516,3.574,52379.0,58183.0,57963.0,56417.0,53122.0,58399.0,64791.0,54348.0,2.81,2.74,2.3,2.44,2.22,2.93,,,,6.57,6.88,6.2,5.98,5.39,6.75,,,,5.84,5.51,5.19,4.64,4.5,4.93,,,,79.428,79.661,79.943,80.262,80.587,80.511,80.713,80.965,81.143,,,1040.192,,1276.044,,1.0
Níger,Western Africa,Africa,0.604,1.926,1.333,3.575,2.433,0.189,-1.863,8.32,-0.822,3.869,3.939,3.928,3.909,3.925,3.958,4.003,4.102,4.238,0.626,0.616,0.62,0.595,0.587,0.7,0.792,0.503,0.513,0.451,0.451,0.459,0.45,0.451,0.441,0.763,0.295,0.299,,,7.769,,0.532,,,0.403,,0.881,1.16,1.52,3.045,5.912,5.801,5.787,5.705,5.772,74.86,74.672,74.484,74.04,73.681,73.959,73.755,73.501,73.6,70.852,69.926,69.152,68.108,67.228,67.07,67.275,66.678,66.388,93.224,92.294,91.256,89.066,85.608,85.627,85.218,84.729,84.495,73.196,72.708,72.285,71.603,71.039,71.137,71.096,70.705,70.646,0.032,0.033,0.022,0.036,0.038,0.034,,0.023,,762.0,759.0,931.0,,,,,,,4.819,,5.317,,,4.617,,,,8.094,,1.048,,,0.795,,,,7.829,,4.537,,,4.957,,5.896,6.546,7.224,7.889,8.479,8.572,8.996,9.566,9.733,,,,,,,132.0
Omán,Western Asia,Asia,0.438,0.119,-2.935,-0.045,-0.986,-1.911,3.085,4.254,-5.091,5.95,6.208,4.559,2.489,0.919,-0.538,0.397,5.788,7.265,1.973,1.74,1.311,0.875,0.998,1.533,1.154,1.781,1.711,12.633,13.203,10.469,7.763,8.441,10.912,5.873,11.463,11.209,,3.266,,1.8,,2.94,1.9,3.3,,1.085,1.069,1.061,1.058,1.048,1.034,1.035,1.031,1.028,5.938,5.519,5.271,4.963,5.435,6.045,7.039,6.983,6.883,0.259,0.227,0.201,0.188,0.329,0.552,1.004,1.675,1.584,2.677,2.653,2.581,2.481,2.463,2.502,2.483,2.434,2.406,5.25,4.887,4.655,4.36,4.767,5.289,6.123,6.22,6.133,2.127,1.96,2.011,2.103,2.086,1.994,1.997,2.058,6716.0,7666.0,5807.0,5425.0,6503.0,5804.0,,,,5.35,,,,,4.52,,,,3.28,,,,,0.37,,,,4.03,,,,,3.18,,,96.239,96.279,96.358,96.461,96.489,96.465,96.482,96.535,96.566,,,52.383,23.026,42.823,32.77,68.0
